,review,score
40,"La reciente muerte del ""Cazador de Cocodrilos"" Steve Irwin es un buen contexto para hablar de este documental dirigido por Werner Herzog, director conocido por películas como Fitzcarraldo o Aguirre, la Ira de Dios y que narra la vida, obra y muerte del activista Timothy Treadwell.Treadwell era un tipo obsesionado con la proteccion de los osos grizzly de Alaska y cada año, por trece años, viajaba a Alaska para pasar la primavera y el verano solo en medio de los osos, no solo buscando estudiarlos sino vivir con ellos y en cierto sentido ser un oso más; Treadwell registraba en video y audio todos sus viajes y en su tiempo libre viajaba gratis por escuelas y programas de televisión enseñando acerca de estos animales y la necesidad de protegerlos.Sin embargo los riesgos que corria Treadwell le pasaron la cuenta y en octubre del 2003, casi al final de uno de sus viajes, el y su novia Anne Huguenard fueron asesinados y devorados por uno de los osos que juró proteger. El documental, narrado por el propio Herzog, agrupa tanto las filmaciones de Treadwell como entrevistas con amigos, familiares y detractores, asi como tambien del forense que estudio los restos de Treadwell y su novia; en este sentido el documental no busca glorificar la figura de Treadwell ya que es claro por su forma de pensar que el tipo no estaba enteramente en sus cabales.Quizas lo mas rescatable del documental sea que al final es posible comprender que significaban estos animales para Treadwell y si bien es una historia dramatica y terrible en su desenlace, es un testamento a la dignidad ya que hay algo sumamente digno en morir haciendo lo que amas. Esta es una película imperdible, cinco estrellas y esta en DVD en zona 1. ",buena
41,"Cool Hand Luke. Vaya tipo. Durante una partida de póquer es capaz de llevar la apuesta al límite sin tener una buena mano. Ni siquiera una pareja. ¿Cuantos seríamos capaces de luchar con las manos vacías? Eso mismo se pregunta el fortachón Dragline. Pero como bien dice el bueno de Luke, Yeah, well, sometimes nothin' can be a real cool hand. Y es que tras ese ""nada"" se esconde una confianza en uno mismo inquebrantable.Luke no es un tipo fácil de entender, y vive en un mundo que no está preparado para aceptar a alguien tan extraño. Destroza parquímetros porque no tiene nada que hacer un sábado por la noche. Y por ello la sociedad le condena a pasar dos años en una dura prisión. Algo huele a podrido en el sistema judicial. Don't follow leaders, watch your parking meters.Luke representa la libertad individual total, en todo momento y circunstancia, aunque peligre la propia integridad física. No acepta ninguna regla impuesta, sea de la sociedad, la prisión, o de los propios criminales que comparten condena con él. Según el procedimiento normal alguien como Luke habría pasado por muchos aros hasta ganarse la confianza de matones como Dragline. Pero para alguien como Luke eso es impensable. Prefiere hacer las cosas a su modo, y forzará a Dragline para que se pelee con él. Dragline le dará una soberana paliza, pero eso no hará que Luke se rinda. Y el joven de ojos azules sabe que anulando la ventaja del miedo que poseen los veteranos, éstos no tendrán más remedio que ceder. La personalidad de Luke es tan arrolladora que Dragline se verá llevada por ella como una rama en una inundación. ""¿Por qué me he fugado si sólo me quedaban dos años?"" Buena pregunta, Drag.Normas, reglas, leyes, represión. civilización, en definitiva. La leyenda del indomable cuenta la historia del choque entre la autoridad y la libertad a toda costa, el sentimiento primario y egoísta de hacer en todo momento lo que uno quiere. La lucha entre la ley y Luke es despiadada y prolongada. En todo momento los guardias tratarán de doblegar el espíritu del preso, de convertirle en uno más. Y Luke seguirá incólume, inventando mil tretas para evadirse, para hacérselo pasar mal a los defensores de la ley. Sus compañeros casi ven en él a un ser divino, y pocas serán las veces en que Luke muestre sus puntos débiles, sus sentimientos. Cuando derrame lágrimas, auténticas lágrimas, por la muerte de su madre, parece que el último lazo que unía a Luke con el resto del mundo se haya roto para siempre. Tal vez Luke aprendiera ""Plastic Jesus"" de su propia madre, siendo él un niño. Pero la ley no conoce de sentimientos, no en una prisión como aquella. Luke será encerrado en una celda de castigo para evitar que se fuge para asistir al entierro. Es la declaración de guerra del Estado contra Cool Hand Luke.Con un espíritu libre e independiente como el suyo resulta terrible verle en el barro, suplicando al guardia que no le pegue más. Para aquellos que admiraban su incólume voluntad era como si un mito se viniera abajo. Pero, después de todo, un hombre es sólo un hombre.La autoridad represiva quedó perfectamente simbolizada en esa gafas de espejo que miran al mundo fría y maquinalmente. Es un recurso que ha sido largamente imitado, pero que dentro de la historia de La leyenda del indomable tienen una significación especial. No desviéis la atención cada vez que salgan. ¿Recordáis como acaban? Esa sonrisa de Luke. indomable hasta el final.Con una historia y un guión (Donn Pearce y Frank Pierson) tan excepcionales un film así puede tener muchas interpretaciones. Creo que La leyenda del indomable valora la individualidad, la libertad casi primaria, el hecho de que ser diferente no tiene por qué ser malo, y de que la confianza en uno mismo puede obrar milagros. Una escena tan inolvidable como la apuesta de los huevos es un claro ejemplo. ""¿Alguna vez has comido 50 huevos?"". Por supuesto, nadie ha comido 50 huevos, es imposible. Pero para alguien como Luke, querer es poder.Aparte de uno de esos personajes inmortales del cine, La leyenda del indomable ha dado grandes escenas con maravillosos diálogos, esas imágenes icónicas que pueden llegar a penetrar el subconsciente popular. Hablo, en definitiva, de grandes momentos para recordar. Las gafas de espejo, los 50 huevos, las zanjas, los prisioneros trabajando bajo el sol ardiente. Esa rubia despampanante que se dedica a poner calientes a todos los presos mientras enjabona su coche (maravillosa Joy Harmon, que fue descubierta por Groucho Marx en su programa televisivo You Bet Your Life, y acabó trabajando para él más tarde). Con esta película el director Stuart Rosenberg dejó un modelo a seguir para las posteriores películas carcelarias, sobretodo aquellas que transcurren en ""prisiones-granja"".Y bueno, cómo no referirnos a ese sonrisa maliciosa Paul Newman en máximo estado de gracia, o ese entrañable y gran actor que es George Kennedy volviéndose loco con la chiquilla limpia-coches a la que no para de llamar Genoveva. Dios, ¡a veces creo que podría hablar de esta película durante horas! O al menos durante lo que duren un par de cervezas. La leyenda del indomable, imprescindible, por decir poco.Para terminar, una pregunta: ¿Creéis que la foto que envía Luke es real o es un montaje?  ",buena
42,"Hace ya unos años que estrenaron esta película, y sigue siendo la segunda más taquillera del cine español. A pesar de esto, la crítica la ha despellajado hasta la nausea la cinta, tildándola de todo. Esto me hace pensar que puede que los espectadores tengamos unos gustos muy diferentes a los que deben de aconsejarnos qué ver y qué no ver. ¿Puede ser que el espectador demande más Torrentes y menos Garcis? ¿Puede ser que el espectador es suficientemente inteligente como para elegir lo que realmente es lo bueno? No se, me preocuparía si a la hora de criticar fuese contra la tercera película más vista del cine español. A esta, desde luego, no le afecta la crisis, ni el cine extranjero ni nada por el estilo, se vende sin problema.La película trata sobre Torrente, un záfio, ruín, asqueroso y todos los adjetivos calificativos negativos posibles, que vive en Marbella gastando millones y millones (los adquirió en la primera película). Como se funde todo el capital, tiene que volver a trabajar, por lo que se ve envuelto en una conspiración de un magnate loco que pretende destruir Marbella si no recibe unos milloncejos. ¿Podrá Torrente y su inseparable Cuco terminar con Jose Luis Moreno y su mono? Hagan sus apuestas, señores.Torrente 2 supuso, para mí, un cambio radical en el panorama del cine español. Para empezar, se autofinanció, cosa que ya es de mérito. Luego nos acercó el típico cine norteamericano de despilfarro de medios, pero con personajes de aquí, de los que hacen gracia al público. Y nos enseñó que segundas partes pueden ser mejores que las primeras. Una vez que Santiago Segura se libró de tener que mostrarnos las virtudes de Torrente, arma una especie de hilo conductor (no me atrevo a llamarlo guión) que le sirve para poder sacar miles de momentos hilarantes, con personajes de todos los pelajes que se pliegan a sus deseos. Las actuaciones de Jose Luis Moreno, de malo bondiano total, o de Gabino Diego, que ha pasado a ser el paradigma de yonki simpático del cine español, o de Tony Leblanc, como especie de patriarca salido, ensalzan una cinta que se vende sola. Que no necesita que nadie la halague y que nadie te la venda (y mira que Santiago Segura se empeñó en hacerlo). Una cinta muy del gusto del público español, que dificilmente puede ser exportada.Resumiendo, película imprescindible para cualquier amante del cine de entretenimiento. Humor patrio que rebosa ironía y dudoso gusto por todos los poros, pero que nos demuestra que el público es suficientemente inteligente como para discernir entre ficción y realidad. Además de acentuar la zanja que separa al espectador del crítico.Genial.Besitos.P.D: He conseguido hacer la crítica sin referirme apenas a la primera, que creo que marca un hito en la crítica cinematográfica española, ja, ja, ja.Momentos para el recuerdo:* La presentación al estilo James Bond con Torrente colgando de un pezón.* La primera escena con Cuco al volante del coche.* ""¿Quien ha echado un negro a la piscina?"" que dice cuando se están bañando.* El momento que Cuco se despierta en el bar y pide un zumito mientras levanta la mano viéndosele que lleva pinchada la chuta en el brazo mientras dice ""Ponme un zumito, que tiene muchas vitaminas"".* El rato con Cristina Tárrega ""Follar no, que me canso, mejor una afiladita del sable"".* La escena de Tony Leblanc y las braguitas de la muchacha.* ""Ese reves, ese revés"" que le dice Torrente a Carlos Moyá.* (Cuco disfrazado de mujer en la embajada) ""Cuco, tápate, que me la estás poniendo morcillona"".* ""Franco, ha muerto"" dicho por Cuco tras la muerte del perro de Torrente.* ""Nos hacemos unas pajillas"" dice Torrente. ""¿Con la mano o con la boca?"" responde cuco. ""¿Con la boca? pero tu eres un degenerado . ummm . bueno, vamos a ver como es eso"" dice Torrente mientras se desabrocha la bragueta.* Al final, cuando Torrente tiene que tirar el misil al mar y dice ""¿al mar? no chaval, a Gibraltar! Español o de nadie!"".* ""¿Sabes que las mujeres tienen 5 muñequitas? La barby (tocando la barbilla), las muñecas, la barriguitas (tocandole la barriga) y la chochona!!!!!!""* ""¡Dí que el Fary es Dios! di que tu madre es puta. bueno, eso no lo digas, que ya lo sabe todo el mundo"". ",buena
43,"La siempre denostada serie B, apaño de presupuestos escasos y pulso creativo con las majors, que imponen su criterio estético a golpe de talonario, tiene en El desvío ( Detour ) una de sus cumbres y el tiempo, ese juez implacable, la ha respetado y consolidado como un film de culto.Esta road-movie ( el término no estaba todavía explotado ) se grabó en el asombroso espacio de seis días y costó la aún más asombrosa cifra de 20.00o dólares. Hay carreteras perdidas, estampas sombrías de esa América profunda tan cómplice en la iconografía del cine negro, sórdidas habitaciones de motel, mujeres de vivir dudoso y hasta expresionismo alemán traido a los EE.UU por una caterva formidable de directores que vieron en Hollywood un vehículo para agrandar su arte y hacer Historia ( Lang, Sirk, Wilder o este Edgar G. Ulmer, de fama menor ).No es que el guión sea formidable. No hay un elenco en estado de gracia, como suele decirse. La razón por la que esta película engrosa la nómina de clásicos es su genuina condición de rareza, su habilidad para hacer una gema del cine con mimbres tan frágiles ( el dinero, el plantel anónimo de actores, el guión de serie B ) a la par que otro film de condicionamientos parecidos como So dark the night de Joseph H. Lewis.Flashbacks, voces en off y una maestría absoluta en el tratamiento del paisaje abrupto hacen de Detour una obra convulsa, abierta a muchas lecturas. La más evidente, su hermosura, su manera de contar una historia ( todo pasa por el tamiz de los ojos de Robert, el protagonista, el pianista que va en busca de su novia y se tropieza, en el camino, con un asesinato que no ha cometido y una mujer fatal, otra, que le chantajea ). Tom Neal, el actor que le da vida, toma en la vida real las riendas de la serie B y del cine negro ya que fue a prisión en 1965 por matar a su tercera mujer. ",buena
44,"Las personas somos una puta mierda. Ese podría ser el título de la saga ideada en la cabeza de ese gran hijo de la gran puta que es Lars Von Trier. Manderlay, 2005, es la segunda de una trilogía que inició Dogville (2003) y que cerrará Wasington. Ahora Grace se encuentra con un pueblucho donde la esclavitud sigue presente y decide intervenir. A veces las cosas, aunque las hagamos con buena intención, no deberían arreglarse, los geniales giros argumentales del film se encargan de demostrarlo.Más dura que Dogville, Von Trier muestra, como lo hizo en ésta, que las personas somos unos verdadera mierda, solo que esta vez llega más lejos, porque no se salvan ni los recogedores de algodón. Siguen siendo invisibles casi todos los elementos ""presentes"", pero lo que deslumbra en todo momento es un guión prodigioso y unas excelentes interpretaciones, sobre todo una Bryce Dallas Howard, de la que me he enamorado definitivamente y que es con toda seguridad, el mejor trabajo de Ron Howard. (¿Será suya? Bueno, pelirroja si que es) John Hurt sigue narrando la historia, dividida en nueve partes o capítulos.Extraña es mi relación con el director, ya que Dogville, esta Manderlay o Bailando en la oscuridad me parecen prodigiosas, lo que ocurre es que Los idiotas me parece una de las mayores ofensas que yo haya visto jamás, lo que me hizo renegar de él hasta que vi ""el musical"" con Bjork. Me asquea sobremanera el movimiento intelectualoide que se inventaron los listillos como él o Vinterberg y del que, mira tú por donde, de momento no hay ni rastro. (¿O en Dear Wendy está presente algún jodido punto del jodido juramento?)Supongo que cuando descubrieron la música pop, los muy gilipollas renunciaron a sus principios. Y todos salimos ganando. Geniales créditos finales. Un 9. PD: Vaya racha de sobresalientes, ojalá se mantengan, aunque lo dudo mucho. PD2: A pesar de los rumores, no se ve ningún animal muerto en la peli, aunque si lo hubo, ahí queda la noticia. ",buena
45,"Muerto es como me he quedado en cuanto ha terminado la película, y es que ya había caído en el coma de la estupidez en el minuto 40.Con sólo el 30% de los comentarios de nuestros ilustres lectores ya puedo hacer un guión 300 veces más atractivo y coherente que esta absurda película que no tiene por dónde cogerse.Este es el mejor ejemplo de lo que se llama ""bodrio cinematográfico"": una historia que partiendo de una base intragable se puede alargar durante más de hora y media. Procedamos al análisis.La base: corre a cargo de seis personajes insulsos que buscan hacer camping y ponerse hasta arriba de setas alucinógenas. Aparte de que no sé muy bien por qué viajan juntos desde los USA a Irlanda si no se soportan entre ellos. Eso sí, no tienen mejor idea que hacerlo en un bosque incomunicados y con los móviles confiscados (????). Visto y requetevisto.La amenaza: una historia ancestral sobre un cura asesino y un chico con capucha ponen el punto de ""peligro inminente"" para los acampados. La figura del ""slasher"" aparece de la nada y sin originalidad ninguna. Ya comienza todo a oler a podrido.El punto de inflexión: lo pone la protagonista, que sin venir a cuento se come una seta llamada ""cabeza de muerte"". Yo miro hasta los pimientos cuando hay que cocinarlos, y la chica del film se mete en la boca lo primero que encuentra en el bosque. Muy lógico, sí.El resto es para levantarse de la butaca y decir basta. Una vaca que habla, un hacha que sale a saber de dónde, el grupo de chicas que tras una carrera de 10 segundos aparecen a dos kilómetros de la zona de camping o el motivo principal de comer setas que desaparece sin mediar explicación alguna.Encima, para rematar la historia me venden un final sólo posible en caso de aparecer Alan Cummings en su papel de rondador nocturno de los X-Men: hago ""chas"" y aparezco a tu lado.No se puede criticar una película que no tiene guión, y cuyas interpretaciones se ven superadas hasta por algunos concursantes de un reality show muy famoso. No tiene miedo, no tiene suspense, no tiene nada que mantenga la atención del espectador, y para colmo hay que pagar 6 euros y pico para ver ésto.Menos mal que Yul B. eliminó las categoría de clasificación de las críticas no teníamos la de ""pedazo de m***da que he visto"". ",mala
46,"Ingmar Bergman sobre Andrei Tarkovsky: ""Mi primer descubrimiento de Tarkovski fue como un milagro. De repente me hallaba junto a la puerta de acceso a un recinto en el que yo siempre había querido entrar, pero cuya llave jamás me había sido dada, y en el que Tarkovski se movía libre y confiadamente. Me sentí animado, estimulado: alguien había expresado aquello que yo siempre quise decir, sin saber cómo. Tarkovski es para mí el más importante. Ha creado un lenguaje nuevo, que se corresponde con la esencia del cine, porque presenta la vida como reflexión, la vida como un sueño"".En efecto, de lo citado versa ""Zerkalo"". Sueño, reflexión poética, amada, evocada, de un pasado que pertenece al propio director, pero también es el nuestro.El ayer que se funde con el coetáneo, para edificar el mañana, el futuro más universal.Es ""El Espejo"" la obra con mayor carga autobiográfica de Tarkovsky, pero no por ello se puede considerar hermética, impermeable.Muy personal, con elementos exclusivos de sus recuerdos, que se forman cual burbujas transportadas por el aire, fuego y agua consumidos en el devenir de su despertar, no deja de ser un retrato que nosotros mismos podremos reconocer. ""Zerkalo"", como su título indica, es el espejo en el que todos nos miramos. Se trata de la narración de un pasado que confluye con un presente futuro y pasará a ser la esencia de la naturaleza, de nuestra condición humana.Es el recorrido necesario para autoreconocernos, transcribir nuestra entidad, alcanzar el punto en el que nos convertimos en agua cristalina y somos capaces de sincerarnos frente a nuestro reflejo. Tema recurrente en la totalidad de la obra de Tarkovsky.En ""Zerkalo"" no existe la narración basada en un hilo clásico argumental. No existe orden cronológico ni, por ende, lógico. Tampoco importa (ni viene al caso) al explorar el verdadero valor y sentido del film.La historia en sí misma se rompe para formar un ciclo cargado de elementos oníricos, recuerdos, disociaciones, retazos de una realidad vivida por uno y representada para todos.Tarkovsky da el sentido más metafísico, enaltecido, grandilocuente de su filmografía a su recurrente frase de ""Esculpir en el Tiempo"". Crea formas, figuras, a veces transparentes, a veces turbias (como el agua que fluye desde nuestra vida), para adornarlas en nuestro interior.""El Espejo"" no es una película compleja. Nosotros la convertimos en compleja.Así se evidencia en una introducción para no pocos incoherente, difusa y cuya explicación no tiene nada que ver con el conjunto del film. Pero, como el propio director afirma, si buscamos en nuestro interior la respuesta es mucho más sencilla de lo que aparenta. Dicha escena, sigue absolutamente la senda final de la obra, ese camino en busca de nuestra sinceridad, de nuestra verdad más profunda, la que nos hará encontrar la libertad perdida, escondida en nuestro dolor.Persigue el reflejo, excavado y finalmente hallado en forma de hipnosis curativa de un joven tartamudo. La recuperación del habla espontánea como fiel analogía del encuentro de nosotros mismos, de nuestra condición cercenada por un régimen draconiano que no nos deja actuar como, en esencia y naturalmente, desde nuestro nacimiento, deberíamos actuar.El cuarto largometraje del director ruso estuvo a punto de llevarle a la cárcel, por la inclusión de imágenes ambiguas que servían como forma y refugio a una dura crítica que terminó por enfrentarle con las autoridades. Todo ello en una dictadura comunista de la U.R.S.S. por aquel entonces imposible de rebatir, a no ser que quisieras que tu vida corriera serio peligro.La película, obviamente censurada, tuvo un estreno inicial muy retrasado y complicado, y solamente fue proyectada en lugares minoritarios y muy reservados. Antes maldita, hoy obra de culto. Mucho más que eso: obra de arte, patrimonio cultural de una Rusia que se esboza en todo el mundo.En esos tiempos difíciles, por ello, había que buscar formas, mediante metáforas, imágenes sutiles, inteligencia escapista, para huir de lo evidente, no mostrarlo, hacerlo inasequible para mentes obtusas.Únicamente las mentes abiertas, en busca de continuo crecimiento, podían comprender su magnitud y adaptarla a sus vidas y su entorno cultural.Eso daba al cine un sentido supremo, universal, que era precisamente la máxima de Tarkovsky.La censura, como todos bien sabemos, acrecenta la imaginación. Sin ella, como muchos afirman con talante irónico y desairado, el cine nunca volverá a ser lo mismo. Y no falla la razón, analizando la tesis desde el punto de vista creativo.Y, también siendo conocedores de la situación, en el caso que nos incumbe de la obra, la enfermedad es siempre punto de inflexión (o de inicio) para comenzar a replantearnos cuestiones trascendentales, vitales, que se nos escapan a lo largo de nuestra anterior existencia por diversos motivos. Al límite de nuestras vidas, al borde de la muerte (tema en común con Bergman, pero tratado en ambos de un modo muy desigual) empezamos a comprender, o, al menos, lo intentamos.Así, Alexei (alter ego del propio Andrei), en el transcurso de su mal, se transforma en alguien muy tendente a la reflexión. No deja de mirar a su pasado, a sus errores, su camino recorrido, la forma de identificarse con él para, al mismo tiempo, identificarnos a nosotros. Formamos parte de esos recuerdos, para constituir los nuestros propios.Es como si recorriera el tiempo cual fantasma, observando, aprendiendo, tomando para sí, insertándose en vidas ajenas para sentir el sufrimiento que se apodera de ellos, sus pensamientos y sentimientos (que también son, en muchas ocasiones, los suyos propios, los de su infancia) ante un devenir que se antoja doloroso, sea por causa de una guerra venidera, por la recuperación del amor perdido, o por la redención frente a la causa de un daño al que no se sabe cómo indultar. Alexei, el personaje, es todos. Todos somos él. Pertenece (mos) a su memoria. Es un conjunto inseparable si queremos encontrarnos y comprender.Gran parte de los recuerdos (sueños) conciernen a su niñez, los vuelve a vivir de la forma que puede invocarlos, a veces es personaje activo de los mismos, a veces permanece escondido, aparece sólo su palabra ( de ahí el predominio de lo espiritual sobre lo físico para Tarkovsky), no su persona.Puede que algunos sean recuerdos relativamente ajenos, visionados únicamente, otros difíciles, quebradizos, tenebrosos, pero muchos son su pasado, herida pendiente de cubrir, perdones a la espera de manifestarse.Sin duda, reminiscencias unidas a su inocencia y, al mismo tiempo, a su seno materno (queda para el recuerdo cinematográfico histórico la impresionante secuencia onírica de levitación).Por ende, en ""Zerkalo"", los ciclos y espacios se funden de forma alocada para constatar que, simplemente, el tiempo ""no existe"". Hay sentimientos universales, las épocas de los mismos son innecesarias.Ejemplo perfecto de ello sería el pájaro que Alexei alberga en su mano, traspasando su pasado cultural a un futuro que respira esperanza, anhela historia que narrar.Seguramente haya momentos en los que sea imposible discernir pasado, presente o futuro, pues son exclusivos del director, únicamente él los asocia. Pero a nosotros no nos debe importar, el mensaje es global, universal. Podremos insertar una vivencia cualquiera, nuestra, de nuestro hábitat.La película transita por paraderos que van desde lo lírico y lo hermoso, hasta lo oscuro y terrorífico (por pasado no completo o aprehendido, que es como un abismo que genera miedo, pero no terror al uso, facilón, sino miedo real), pasando por lo misterioso, excitante o subyugante.No nos dejemos guiar por la superficie, que en apariencia es puramente críptica, incomprensible. De lo contrario, solamente veremos sucesiones inconexas en tiempo y espacio, no sabiendo distinguir sin estamos en presente, pasado o futuro, o si somos nosotros los que estamos ahí, si son los mismos personajes o si tienen o dejan de tener continuidad. Nada tendrá sentido. Pero de eso, nada importa.Efectivamente, puede resultar complejo en tanto en cuanto la memoria, las imágenes vertidas, no son nuestras (son del propio Tarkovsky, son sus vivencias). Si no nos place tomarlas como propias, aplicarlas a nuestra vida, no habrá espejo en el que mirarse. No habrá camino por recorrer.Aún así, aquí la memoria no actúa simplemente como generadora de recuerdos, como componente ajado (como se altera y maltrata en la mayoría de films), sino como método para recomponernos, para tomar de ella destrezas y aplicarlas a nuestro aprendizaje, a nuestro crecimiento espiritual.Esa misma memoria, huella del camino a tomar, desaparecerá cuando podamos situarnos en la senda, la cual ya deberá ser recorrida únicamente por nosotros.De ahí emana el histórico plano secuencia final, formando un travelling larguísimo (marca de la casa Tarkovsky) que recorre la naturaleza, la visión hacia la misma como unión con el ser humano, haciéndolo inmortal, logrando una infinidad plagada de belleza y esplendor.La memoria citada como generadora de unión de todas las edades, los niños, la madre, la abuela (interpretada por la propia madre del director). Todos al unísono en la libertad que la naturaleza nos ha otorgado, libres de escisiones, contemplando su fulgor al ritmo de la elevadora, magistral, sublime, espiritual música de Bach. Un final antológico, inmediato a lo divino, al que nada de lo que se nombre hace verdadera justicia.¿Esperanza ingenua? Eterna duda de si la felicidad yace en la memoria o en el olvido de la misma. Eso ya es cuestión de reflexión propia e intransferible.La memoria conduce, pero entonces ocupará un segundo plano para vislumbrar la unión de generaciones que han sido unas el reflejo de las otras (un divorcio que se repite, un perdón que no se sabe cómo ofrecer: más sacrificio en la obra del genio). Ahora nos encontramos solos frente a nuestro camino.Que la naturaleza es nuestra verdadera madre, según Tarkovsky, queda reflejado a la perfección con todo lo citado. Ella nos conduce, une la totalidad de los tiempos y, en parte, nosotros también hacemos que sea canalizada. Un tema imprescindible y recurrente en su filmografía: ""Somos parte de aquella fuerza que va desde la piedra al agua"". Sin duda, todo muere y llega a su fin, pero, mediante la madre y su esencia, gracias a ella, si se busca en el interior, permanecerá vivo por siempre para nuestros ojos.Para cuando uno quiere percatarse de lo que está tratando, llega el colosal final de ""El Espejo"", llega el cénit del trayecto para retomarlo de nuevo. Y, aún sin comprenderlo del todo, las lágrimas brotan por las mejillas. No urge secarlas. Tampoco urge adivinarlo íntegramente.Lo verdaderamente enjundioso es que no ha llorado nuestra persona, nuestra porción física. El espíritu es el que ha derramado las lágrimas. Porque, por primera vez en su biografía, ha sido tocado con los dedos.Porque, para brindar un lirismo inexplicable al metraje, Arseni Tarkovsky, padre poeta de Andrei, recita unos versos propios, unos poemas repletos de preciosismo, ritmo de ensoñación, pasión y esencia.Porque el último escalón no es solamente uno de los mejores de la historia que el cine conoce. Se extiende más allá del celuloide, de la cultura, de todo lo que conocemos en vida. No nos queda más que agradecer a Andrei Tarkovsky el hacer una obra inabarcable, de una magnitud y estilo jamás alcanzados. Una obra para todos los tiempos.Pues no estamos únicamente ante una Obra Maestra: nos encontramos ante una Obra de Arte imperecedera, soberbia, emocionante. Una oda a la existencia, un poema a la vida.Como esos relatos en los que el mero voyeur, espectador aséptico, pasa a convertirse en parte imprescindible de los mismos: desde el nacimiento a la muerte, desde la génesis hasta la consumación.Como una sonata que entona en otoño el ocaso de las hojas, y los árboles vigilantes salen a empujones del útero.Como en un cristal se percibe el pulso de los ríos, sangrantes de savia y asombro ante el hueco diáfano de la tempestad.Como el susurro que escapa por la escalera, vestido de éxtasis que se funde con las húmedas lilas, y nos lleva lejos, a sus dominios, al otro lado del espejo. ",buena
47,"Esta es una de esas películas que se me habían quedado pendientes de ver y ojalá no la hubiera visto porque su visionado ha resultado ser un absoluto sopor sin límites.Jodie Foster nos tiene acostumbrados últimamente a los bodrios y este film pasa a completar su lista de películas-basura, cuyos guiones aceptamos los actores cuando no hay otra cosa mejor que hacer y el fin de mes nos ahoga.El guión casi inexistente, nos abruma con toda una serie de incongruencias y estupideces digna de un film de serie Z.La película es totalmente absurda, aburrida hasta la locura con un reparto apestoso, vamos es que ni la banda sonora, osea, NADA, una auténtica basura pretenciosa y sin sentido.Ya es increíble que una niña se pierda en un avión pero menos creíble aún resulta el desarrollo de los acontencimientos. ¿En qué pensaban los guionistas por amor de dios?Lo Dicho, nada recomendable.  ",mala
48,"Director: Vicente Escribá.Duración: Menos de hora y media, nadie da más por menos.Estreno: 15 de febrero de 1979Espectadores: 1.010.657 seres humanos.En valenciano está escrito,al castellano traducido,yo bien me he reido,e incluso me ha alegrado el pito.Una película de constumbres,aunque mas de uno,por tuno,hubiera acabado en la lumbre.Una crítica me pidende esta película que por casualidad encontré,tetas y culos por doquierrimadas con avidez.Extraño discurso el escuchado,mas de risa he llorado,con las desventuras de Visantetavirtuosa moza de ricas tetas.Nunca pude imaginar,ver una peli de rimar,que hasta este punto me animarade hacer una crítica rimada.Un tal Josué vestido de romano,no le metió sólo manoa la virgen de Visanteta,que a los nueve meses trajoa Pavara un criajomás bien criaja,por que entre patas tenía una rajaque su la dinividad obstaculizaraque ningún mozo la penetrara.El cura la quiere hacer santa,aunque ella prefiere jugar bajo la manta.Por otro lado, el tio Collons,por la noche con disimulo,le da a su mujer por culo,dejando sin cumplir con ella su funcions.Se ha puesto el hueso alegre contento,las risotas han llegado,con lo que a esta película que he visionadoa todo el mundo recomiendo.Puede no ser una maravilla,aunque me recuerda a la nocillaNo es alta cocina, ni en el Bulli la encontraráspero en casa con su pan hasta el culo te pondrás.P.D: Como dice el refrán,por el culo ni me dieron ni a dar me volverán.Uy, no, como dijo Santo Tomás,esta y ninguna crítica así más. ",buena
49,"En un tiempo en donde se privilegia la reescritura de los patrones clásicos y se censura o limita toda acometida novedosa y, por tanto, arriesgada, es fácil discurrir que el cine, como caja registradora, avanza, progresa satisfactoriamente, pero el cine, como arte, no. Hay autores que presumen de haber captado el espíritu o la esencia o el patrón de otros autores a los llaman (sinceramente) maestros y se instalan en esa plácida y acomodaticia tribuna donde los excesos y la aventura no alientan su pulso artístico. En este sentido, Asalto a la comisaría del distrito 13, la obra capital del genial John Carpenter, es Howard Hawks, es Río Bravo y vemos en el clímax final a John Wayne, Walter Brennan y Dean Martin zafarse como puedan de la horda de pistoleros que tratan de imponer con el lenguaje primario del western (la violencia) su sentido de las cosas.Carpenter reformula el paisaje, acelera el pulso dramático y donde Hawks, el maestro, veía el paisaje grandioso y monumentalizado del western, él entiende un atrezzo mustio y nicotínico, la comisaria sitiada por otras hordas, pero éstas adaptadas a los tiempos y convertidas en desalmados delincuentes. También se aleja de la escritura del original cuando encierra el terror en un espacio íntimo y alimenta su crescendo con la angustia existencial (bien razonada durante todo el metraje) de unos personajes siempre al borde de la muerte. La revisión apora el matiz que el western omite: cierto elemento fantástico o sobrenatural, la posibilidad (abierta por el universo zombie de George A. Romero) de que la escalada de violencia constatable a pie de calle provenga de la inquietante certeza de que el mundo se está desmoronando, culpable de alguna reconocible enfermedad apocalíptica. Carpenter, ya maestro, filma su asedio con sobriedad, sin demorarse en estos apuntes, convirtiendo en plausible, ameno y hasta excitante el corto argumento, su más que discreta premisa narrativa, el asalto en sí mismo. El tema, desquiciado por los ribetes fantásticos del autor, es retomado en Fantasmas de Marte.(La cinta adquirió una justificada nombradía por la escena en la que un niña muere de un disparo cuando se acerca a un caminón repartidor de helados: brutal)Jean-François Richet registró en 2.005 un muy decente remake de la obra de John Carpenter, con idéntico título, de la que no depende, pero al que rinde admirado tributo. ",buena
